call_id,account_id,agent_id,call_date,call_hour,day_of_week,day_name,call_result,duration_seconds
CALL0001418,ACC00573,A005,2024-04-22,12,3,Wednesday,Busy,1
CALL0001419,ACC00574,A007,2025-09-16,10,2,Tuesday,Busy,13
CALL0001420,ACC00575,A007,2025-02-11,19,2,Tuesday,Contacted,118
CALL0001421,ACC00575,A006,2024-12-30,13,1,Monday,Voicemail,14
CALL0001422,ACC00576,A008,2024-06-02,14,7,Sunday,Busy,12
CALL0001423,ACC00576,A006,2024-02-28,10,5,Friday,Contacted,37
CALL0001424,ACC00577,A002,2025-03-23,16,1,Monday,Voicemail,14
CALL0001425,ACC00577,A010,2024-03-13,20,1,Monday,Wrong Number,14
CALL0001426,ACC00577,A004,2024-07-26,18,7,Sunday,Busy,18
CALL0001427,ACC00577,A010,2024-08-24,8,6,Saturday,Voicemail,23
CALL0001428,ACC00578,A008,2024-03-24,19,3,Wednesday,No Answer,28
CALL0001429,ACC00578,A004,2025-08-18,12,1,Monday,Contacted,570
CALL0001430,ACC00578,A009,2024-02-02,10,2,Tuesday,Wrong Number,23
CALL0001431,ACC00579,A003,2025-10-05,20,3,Wednesday,Contacted,55
CALL0001432,ACC00579,A005,2024-02-05,12,6,Saturday,No Answer,10
CALL0001433,ACC00579,A004,2025-07-11,15,5,Friday,Contacted,256
CALL0001434,ACC00580,A001,2025-01-08,18,2,Tuesday,Contacted,273
CALL0001435,ACC00580,A001,2024-11-19,15,5,Friday,Busy,14
CALL0001436,ACC00582,A008,2024-10-15,10,5,Friday,Contacted,491
CALL0001437,ACC00582,A005,2024-02-03,17,1,Monday,No Answer,26
CALL0001438,ACC00582,A004,2025-03-27,9,5,Friday,Busy,17
CALL0001439,ACC00582,A008,2024-08-05,19,4,Thursday,Wrong Number,2
CALL0001440,ACC00583,A001,2025-07-06,14,4,Thursday,Wrong Number,11
CALL0001441,ACC00583,A002,2024-12-29,16,3,Wednesday,Busy,0
CALL0001442,ACC00583,A007,2024-02-28,17,5,Friday,No Answer,24
CALL0001443,ACC00584,A007,2025-07-15,11,5,Friday,Contacted,246
CALL0001444,ACC00584,A005,2024-10-21,17,1,Monday,Voicemail,23
CALL0001445,ACC00584,A006,2024-02-14,14,5,Friday,Voicemail,29
CALL0001446,ACC00585,A008,2024-12-08,16,7,Sunday,No Answer,21
CALL0001447,ACC00585,A001,2025-01-26,19,1,Monday,Contacted,214
CALL0001448,ACC00585,A008,2025-04-25,16,4,Thursday,Contacted,216
CALL0001449,ACC00585,A007,2024-04-23,16,5,Friday,Busy,29
CALL0001450,ACC00586,A002,2024-03-07,10,3,Wednesday,No Answer,23
CALL0001451,ACC00586,A001,2024-01-28,20,6,Saturday,Wrong Number,26
CALL0001452,ACC00586,A009,2025-08-24,17,4,Thursday,No Answer,26
CALL0001453,ACC00587,A007,2025-04-23,9,6,Saturday,Wrong Number,22
CALL0001454,ACC00588,A008,2025-06-24,8,6,Saturday,Wrong Number,14
CALL0001455,ACC00588,A007,2025-05-22,18,1,Monday,Wrong Number,4
CALL0001456,ACC00588,A007,2025-06-02,10,7,Sunday,Contacted,373
CALL0001457,ACC00589,A008,2025-09-06,19,2,Tuesday,Contacted,532
CALL0001458,ACC00589,A003,2024-07-26,17,7,Sunday,No Answer,18
CALL0001459,ACC00589,A006,2024-06-01,8,6,Saturday,No Answer,6
CALL0001460,ACC00590,A001,2025-08-05,20,4,Thursday,Busy,11
CALL0001461,ACC00590,A009,2024-02-19,15,1,Monday,Voicemail,28
CALL0001462,ACC00591,A008,2025-04-29,11,4,Thursday,No Answer,15
CALL0001463,ACC00591,A004,2024-09-25,15,7,Sunday,Wrong Number,19
CALL0001464,ACC00592,A009,2025-09-20,20,5,Friday,Voicemail,6
CALL0001465,ACC00592,A006,2024-08-28,14,4,Thursday,No Answer,5
CALL0001466,ACC00593,A005,2024-02-06,19,4,Thursday,Contacted,419
CALL0001467,ACC00594,A007,2025-08-14,10,3,Wednesday,No Answer,18
CALL0001468,ACC00594,A004,2025-08-22,16,2,Tuesday,Contacted,68
CALL0001469,ACC00595,A007,2024-09-08,18,3,Wednesday,Contacted,358
CALL0001470,ACC00595,A004,2025-06-27,10,5,Friday,Wrong Number,11
CALL0001471,ACC00595,A003,2024-08-29,13,3,Wednesday,Busy,1
CALL0001472,ACC00596,A003,2024-10-10,18,7,Sunday,No Answer,3
CALL0001473,ACC00596,A006,2025-07-25,10,4,Thursday,Busy,9
CALL0001474,ACC00596,A003,2024-05-05,15,4,Thursday,Contacted,160
CALL0001475,ACC00597,A004,2024-03-25,15,3,Wednesday,No Answer,25
CALL0001476,ACC00597,A001,2025-08-04,17,5,Friday,Wrong Number,11
CALL0001477,ACC00597,A010,2024-11-19,13,3,Wednesday,Wrong Number,24
CALL0001478,ACC00598,A006,2024-11-03,11,6,Saturday,Busy,9
CALL0001479,ACC00599,A008,2024-09-10,15,5,Friday,Contacted,368
CALL0001480,ACC00600,A001,2025-08-24,10,7,Sunday,Voicemail,16
CALL0001481,ACC00600,A003,2024-07-11,14,5,Friday,Voicemail,13
CALL0001482,ACC00601,A008,2024-09-19,11,4,Thursday,Wrong Number,28
CALL0001483,ACC00601,A010,2024-01-05,18,4,Thursday,Contacted,439
CALL0001484,ACC00601,A002,2024-10-05,11,6,Saturday,Voicemail,8
CALL0001485,ACC00601,A010,2024-03-02,18,1,Monday,Contacted,528
CALL0001486,ACC00602,A001,2025-09-29,11,2,Tuesday,No Answer,29
CALL0001487,ACC00602,A010,2024-04-19,19,5,Friday,Wrong Number,19
CALL0001488,ACC00603,A008,2024-08-07,20,5,Friday,Busy,11
CALL0001489,ACC00603,A002,2024-11-24,11,2,Tuesday,No Answer,3
CALL0001490,ACC00603,A006,2024-11-28,18,1,Monday,Contacted,499
CALL0001491,ACC00604,A003,2025-10-20,9,7,Sunday,Busy,12
CALL0001492,ACC00604,A003,2024-11-05,19,3,Wednesday,Contacted,456
CALL0001493,ACC00606,A010,2024-05-06,19,3,Wednesday,Contacted,428
CALL0001494,ACC00607,A002,2024-06-22,10,2,Tuesday,Contacted,531
CALL0001495,ACC00607,A001,2025-03-31,11,2,Tuesday,Contacted,422
CALL0001496,ACC00607,A001,2025-10-01,19,6,Saturday,Contacted,80
CALL0001497,ACC00608,A010,2024-09-12,19,4,Thursday,No Answer,14
CALL0001498,ACC00608,A002,2025-01-01,10,2,Tuesday,Contacted,295
CALL0001499,ACC00609,A007,2024-01-01,19,2,Tuesday,Wrong Number,10
CALL0001500,ACC00609,A002,2024-03-09,14,1,Monday,Wrong Number,8
CALL0001501,ACC00609,A004,2025-06-25,18,6,Saturday,Contacted,226
CALL0001502,ACC00610,A006,2025-03-21,14,5,Friday,Contacted,560
CALL0001503,ACC00610,A002,2025-09-03,18,1,Monday,Voicemail,17
CALL0001504,ACC00610,A009,2025-03-25,17,1,Monday,Contacted,514
CALL0001505,ACC00611,A002,2024-03-01,17,2,Tuesday,Busy,5
CALL0001506,ACC00612,A009,2024-04-28,17,1,Monday,Contacted,306
CALL0001507,ACC00612,A009,2024-04-25,12,2,Tuesday,Busy,26
CALL0001508,ACC00612,A002,2025-01-05,17,3,Wednesday,Busy,18
CALL0001509,ACC00612,A003,2024-10-18,19,3,Wednesday,Contacted,153
CALL0001510,ACC00613,A010,2024-02-01,10,2,Tuesday,Contacted,82
CALL0001511,ACC00613,A009,2025-06-02,17,5,Friday,Contacted,545
CALL0001512,ACC00613,A009,2025-06-17,14,3,Wednesday,No Answer,22
CALL0001513,ACC00613,A007,2024-05-30,15,7,Sunday,Busy,21
CALL0001514,ACC00614,A005,2025-11-15,13,4,Thursday,Contacted,456
CALL0001515,ACC00614,A003,2024-10-06,17,4,Thursday,Voicemail,6
CALL0001516,ACC00615,A009,2025-07-27,17,6,Saturday,Contacted,93
CALL0001517,ACC00615,A003,2024-11-18,19,2,Tuesday,Contacted,576
CALL0001518,ACC00615,A003,2024-08-29,12,4,Thursday,No Answer,23
CALL0001519,ACC00616,A004,2024-09-14,14,7,Sunday,No Answer,20
CALL0001520,ACC00617,A004,2024-06-10,8,1,Monday,Voicemail,5
CALL0001521,ACC00617,A001,2025-07-03,15,5,Friday,Wrong Number,12
CALL0001522,ACC00617,A007,2024-11-14,18,4,Thursday,Wrong Number,20
CALL0001523,ACC00617,A003,2025-02-08,19,2,Tuesday,Wrong Number,15
CALL0001524,ACC00617,A001,2024-03-17,8,4,Thursday,Contacted,329
CALL0001525,ACC00619,A003,2024-02-06,19,3,Wednesday,Contacted,534
CALL0001526,ACC00619,A003,2024-10-17,18,5,Friday,Contacted,313
CALL0001527,ACC00619,A003,2025-03-18,13,6,Saturday,Busy,18
CALL0001528,ACC00619,A009,2025-05-12,20,3,Wednesday,Busy,18
CALL0001529,ACC00620,A009,2024-07-08,11,4,Thursday,Busy,25
CALL0001530,ACC00620,A008,2025-08-13,11,3,Wednesday,Contacted,200
CALL0001531,ACC00621,A003,2025-03-12,16,3,Wednesday,No Answer,8
CALL0001532,ACC00621,A009,2025-10-28,19,3,Wednesday,Busy,2
CALL0001533,ACC00622,A010,2025-01-11,16,1,Monday,Contacted,466
CALL0001534,ACC00622,A005,2025-08-30,11,1,Monday,Contacted,285
CALL0001535,ACC00622,A008,2025-04-23,18,3,Wednesday,No Answer,15
CALL0001536,ACC00623,A010,2025-07-25,16,5,Friday,Contacted,319
CALL0001537,ACC00623,A008,2025-09-16,17,6,Saturday,Contacted,384
CALL0001538,ACC00624,A001,2025-03-02,17,3,Wednesday,Busy,17
CALL0001539,ACC00624,A005,2024-11-29,19,3,Wednesday,Voicemail,17
CALL0001540,ACC00625,A006,2024-10-11,18,2,Tuesday,Contacted,370
CALL0001541,ACC00625,A006,2024-04-13,11,6,Saturday,Contacted,65
CALL0001542,ACC00625,A006,2025-09-19,9,2,Tuesday,Busy,21
CALL0001543,ACC00626,A004,2024-04-11,8,3,Wednesday,No Answer,21
CALL0001544,ACC00627,A006,2025-03-15,11,5,Friday,No Answer,30
CALL0001545,ACC00627,A004,2024-02-01,11,3,Wednesday,Busy,4
CALL0001546,ACC00627,A001,2024-09-24,10,6,Saturday,Wrong Number,27
CALL0001547,ACC00627,A002,2024-07-22,19,6,Saturday,Contacted,588
CALL0001548,ACC00627,A005,2024-05-23,16,3,Wednesday,Busy,11
CALL0001549,ACC00628,A002,2025-11-29,19,3,Wednesday,Contacted,152
CALL0001550,ACC00628,A008,2024-06-14,15,2,Tuesday,Busy,24
CALL0001551,ACC00628,A002,2024-08-10,9,2,Tuesday,Busy,7
CALL0001552,ACC00629,A006,2025-07-01,15,2,Tuesday,Contacted,472
CALL0001553,ACC00629,A009,2025-08-18,19,5,Friday,Contacted,270
CALL0001554,ACC00629,A006,2024-04-07,15,1,Monday,Voicemail,17
CALL0001555,ACC00629,A003,2024-04-04,17,6,Saturday,Contacted,542
CALL0001556,ACC00630,A005,2024-09-15,8,1,Monday,Contacted,560
CALL0001557,ACC00630,A004,2025-03-08,9,4,Thursday,Wrong Number,20
CALL0001558,ACC00631,A003,2024-03-06,12,4,Thursday,No Answer,6
CALL0001559,ACC00632,A004,2024-10-13,11,2,Tuesday,Busy,23
CALL0001560,ACC00632,A001,2024-11-10,12,1,Monday,No Answer,27
CALL0001561,ACC00632,A002,2024-01-22,12,3,Wednesday,Contacted,329
CALL0001562,ACC00632,A010,2024-07-23,10,3,Wednesday,Contacted,496
CALL0001563,ACC00632,A003,2024-11-06,10,5,Friday,Busy,21
CALL0001564,ACC00633,A002,2025-09-03,20,3,Wednesday,Wrong Number,4
CALL0001565,ACC00633,A009,2025-05-15,14,5,Friday,Wrong Number,22
CALL0001566,ACC00633,A002,2025-04-09,15,3,Wednesday,Voicemail,27
CALL0001567,ACC00634,A010,2025-05-06,15,1,Monday,No Answer,17
CALL0001568,ACC00635,A008,2025-04-12,17,5,Friday,Contacted,548
CALL0001569,ACC00636,A009,2024-10-08,13,4,Thursday,Wrong Number,29
CALL0001570,ACC00637,A002,2024-03-27,17,5,Friday,Busy,8
CALL0001571,ACC00637,A005,2025-07-05,16,5,Friday,Wrong Number,24
CALL0001572,ACC00637,A008,2025-11-24,8,4,Thursday,Voicemail,28
CALL0001573,ACC00637,A009,2024-11-22,15,4,Thursday,No Answer,24
CALL0001574,ACC00638,A005,2024-09-01,17,5,Friday,Contacted,315
CALL0001575,ACC00638,A010,2025-09-07,11,2,Tuesday,Contacted,113
CALL0001576,ACC00638,A007,2024-11-19,11,7,Sunday,Voicemail,27
CALL0001577,ACC00639,A006,2024-01-09,10,1,Monday,No Answer,24
CALL0001578,ACC00639,A006,2024-07-20,15,4,Thursday,Contacted,384
CALL0001579,ACC00639,A005,2025-11-29,17,5,Friday,Voicemail,8
CALL0001580,ACC00639,A008,2024-02-06,15,7,Sunday,Wrong Number,14
CALL0001581,ACC00640,A003,2025-05-30,19,4,Thursday,Busy,20
CALL0001582,ACC00640,A001,2024-04-18,18,1,Monday,Contacted,173
CALL0001583,ACC00640,A003,2024-10-10,8,5,Friday,No Answer,3
CALL0001584,ACC00641,A005,2024-04-18,17,3,Wednesday,No Answer,28
CALL0001585,ACC00641,A007,2024-04-07,20,1,Monday,Voicemail,17
CALL0001586,ACC00642,A003,2024-03-24,16,2,Tuesday,Contacted,473
CALL0001587,ACC00642,A009,2024-10-26,12,7,Sunday,Voicemail,18
CALL0001588,ACC00643,A008,2024-03-25,10,1,Monday,Contacted,504
CALL0001589,ACC00643,A005,2024-01-15,11,2,Tuesday,No Answer,22
CALL0001590,ACC00644,A007,2024-08-17,18,1,Monday,Contacted,345
CALL0001591,ACC00644,A005,2025-11-06,15,4,Thursday,Wrong Number,21
CALL0001592,ACC00644,A004,2025-09-07,18,5,Friday,No Answer,8
CALL0001593,ACC00645,A007,2024-04-13,18,3,Wednesday,Busy,8
CALL0001594,ACC00645,A002,2025-08-10,10,3,Wednesday,Contacted,570
CALL0001595,ACC00646,A003,2025-11-27,11,1,Monday,Voicemail,7
CALL0001596,ACC00647,A002,2024-09-27,19,5,Friday,No Answer,16
CALL0001597,ACC00648,A005,2025-01-11,16,6,Saturday,No Answer,7
CALL0001598,ACC00649,A008,2025-04-16,12,5,Friday,Contacted,420
CALL0001599,ACC00650,A004,2024-12-04,11,1,Monday,Contacted,188
CALL0001600,ACC00650,A002,2024-05-06,9,3,Wednesday,Contacted,98
CALL0001601,ACC00651,A004,2024-01-28,17,1,Monday,Contacted,134
CALL0001602,ACC00651,A003,2025-02-15,17,2,Tuesday,Voicemail,27
CALL0001603,ACC00651,A008,2024-06-29,9,5,Friday,Wrong Number,25
CALL0001604,ACC00652,A003,2024-09-07,18,3,Wednesday,Contacted,301
CALL0001605,ACC00652,A006,2024-11-19,18,1,Monday,No Answer,30
CALL0001606,ACC00652,A003,2025-11-15,18,4,Thursday,Voicemail,23
CALL0001607,ACC00653,A006,2024-03-28,16,6,Saturday,Busy,14
CALL0001608,ACC00653,A001,2025-07-02,20,3,Wednesday,Contacted,407
CALL0001609,ACC00654,A001,2024-10-03,19,4,Thursday,Voicemail,30
CALL0001610,ACC00654,A010,2024-07-06,18,1,Monday,Contacted,409
CALL0001611,ACC00655,A003,2024-12-22,15,5,Friday,Voicemail,28
CALL0001612,ACC00656,A008,2024-01-31,13,6,Saturday,No Answer,27
CALL0001613,ACC00656,A004,2025-11-12,15,4,Thursday,Wrong Number,25
CALL0001614,ACC00657,A008,2024-10-28,19,3,Wednesday,Contacted,514
CALL0001615,ACC00657,A010,2025-05-15,15,2,Tuesday,Wrong Number,8
CALL0001616,ACC00658,A007,2024-11-09,15,5,Friday,Contacted,38
CALL0001617,ACC00659,A008,2025-06-07,19,3,Wednesday,Busy,30
CALL0001618,ACC00659,A009,2025-01-07,18,5,Friday,Busy,25
CALL0001619,ACC00659,A010,2024-12-26,19,6,Saturday,Wrong Number,0
CALL0001620,ACC00660,A006,2024-05-04,8,6,Saturday,Contacted,190
CALL0001621,ACC00661,A001,2024-12-28,18,4,Thursday,Contacted,474
CALL0001622,ACC00661,A005,2025-08-10,19,4,Thursday,Busy,4
CALL0001623,ACC00662,A008,2025-03-26,16,3,Wednesday,Contacted,136
CALL0001624,ACC00662,A006,2024-10-30,11,5,Friday,Busy,4
CALL0001625,ACC00663,A010,2024-08-24,18,7,Sunday,Voicemail,7
CALL0001626,ACC00664,A010,2025-06-27,12,2,Tuesday,Contacted,600
CALL0001627,ACC00664,A005,2025-01-01,10,6,Saturday,Wrong Number,18
CALL0001628,ACC00665,A010,2024-09-25,13,5,Friday,Voicemail,22
CALL0001629,ACC00665,A004,2024-12-28,19,5,Friday,Busy,14
CALL0001630,ACC00665,A002,2024-04-21,15,6,Saturday,Busy,14
CALL0001631,ACC00666,A004,2024-05-15,19,7,Sunday,No Answer,5
CALL0001632,ACC00666,A007,2025-09-06,20,3,Wednesday,Busy,15
CALL0001633,ACC00667,A001,2025-02-22,19,2,Tuesday,Contacted,313
CALL0001634,ACC00668,A007,2025-02-02,13,3,Wednesday,Contacted,595
CALL0001635,ACC00668,A003,2024-08-24,15,7,Sunday,Voicemail,0
CALL0001636,ACC00669,A006,2024-05-14,16,4,Thursday,Contacted,328
CALL0001637,ACC00669,A007,2025-08-24,13,5,Friday,Busy,14
CALL0001638,ACC00669,A006,2025-05-17,15,2,Tuesday,Contacted,245
CALL0001639,ACC00670,A003,2024-08-10,19,2,Tuesday,Wrong Number,6
CALL0001640,ACC00670,A002,2025-03-27,16,2,Tuesday,Contacted,221
CALL0001641,ACC00670,A003,2024-12-18,10,1,Monday,Wrong Number,14
CALL0001642,ACC00671,A010,2024-07-17,19,4,Thursday,Wrong Number,30
CALL0001643,ACC00672,A006,2025-01-26,20,6,Saturday,Wrong Number,2
CALL0001644,ACC00672,A001,2024-12-31,15,1,Monday,Contacted,215
CALL0001645,ACC00672,A010,2025-07-27,16,2,Tuesday,Busy,0
CALL0001646,ACC00673,A004,2024-02-22,15,2,Tuesday,Contacted,490
CALL0001647,ACC00673,A002,2024-04-17,20,4,Thursday,Voicemail,30
CALL0001648,ACC00673,A008,2024-11-14,16,1,Monday,Busy,21
CALL0001649,ACC00673,A003,2025-11-16,19,3,Wednesday,No Answer,16
CALL0001650,ACC00673,A003,2025-02-25,16,1,Monday,Wrong Number,4
CALL0001651,ACC00675,A003,2025-05-04,9,2,Tuesday,Voicemail,11
CALL0001652,ACC00675,A001,2024-09-08,16,4,Thursday,Contacted,453
CALL0001653,ACC00675,A006,2024-05-14,11,1,Monday,Wrong Number,30
CALL0001654,ACC00676,A001,2025-01-04,15,4,Thursday,Contacted,231
CALL0001655,ACC00677,A010,2025-07-18,16,1,Monday,No Answer,28
CALL0001656,ACC00677,A002,2024-10-16,20,3,Wednesday,Contacted,316
CALL0001657,ACC00677,A006,2024-08-14,20,1,Monday,Wrong Number,15
CALL0001658,ACC00677,A006,2025-06-12,17,3,Wednesday,Contacted,584
CALL0001659,ACC00678,A001,2024-01-06,16,4,Thursday,Contacted,373
CALL0001660,ACC00678,A007,2024-10-30,17,6,Saturday,Contacted,284
CALL0001661,ACC00678,A009,2025-02-26,17,5,Friday,Contacted,212
CALL0001662,ACC00678,A003,2025-03-15,20,1,Monday,Voicemail,24
CALL0001663,ACC00680,A005,2024-08-19,17,2,Tuesday,No Answer,21
CALL0001664,ACC00680,A005,2025-02-14,10,3,Wednesday,Busy,29
CALL0001665,ACC00680,A007,2025-09-11,19,6,Saturday,No Answer,13
CALL0001666,ACC00681,A009,2024-02-04,15,6,Saturday,Wrong Number,18
CALL0001667,ACC00681,A007,2025-01-03,16,3,Wednesday,No Answer,1
CALL0001668,ACC00682,A008,2025-03-23,15,1,Monday,No Answer,16
CALL0001669,ACC00682,A008,2025-10-01,11,4,Thursday,Voicemail,6
CALL0001670,ACC00682,A002,2025-04-29,9,7,Sunday,Busy,28
CALL0001671,ACC00683,A005,2024-09-29,13,5,Friday,Busy,29
CALL0001672,ACC00683,A001,2024-09-09,20,3,Wednesday,Contacted,480
CALL0001673,ACC00684,A008,2025-05-09,17,2,Tuesday,Contacted,551
CALL0001674,ACC00684,A001,2025-01-17,14,4,Thursday,Busy,24
CALL0001675,ACC00685,A006,2024-08-13,17,7,Sunday,Contacted,243
CALL0001676,ACC00685,A003,2025-05-23,10,3,Wednesday,Busy,2
CALL0001677,ACC00685,A010,2024-09-12,8,4,Thursday,Voicemail,25
CALL0001678,ACC00685,A007,2024-04-27,14,1,Monday,Voicemail,24
CALL0001679,ACC00686,A008,2024-01-08,16,5,Friday,Voicemail,29
CALL0001680,ACC00686,A001,2025-07-04,11,4,Thursday,Contacted,240
CALL0001681,ACC00687,A004,2024-10-02,9,6,Saturday,Wrong Number,10
CALL0001682,ACC00688,A008,2025-06-11,13,5,Friday,Wrong Number,27
CALL0001683,ACC00689,A008,2024-01-29,18,5,Friday,Contacted,55
CALL0001684,ACC00689,A004,2024-10-05,20,1,Monday,Contacted,275
CALL0001685,ACC00689,A008,2025-03-31,8,1,Monday,No Answer,23
CALL0001686,ACC00689,A002,2024-11-12,19,2,Tuesday,Contacted,478
CALL0001687,ACC00690,A007,2025-10-14,18,6,Saturday,Contacted,499
CALL0001688,ACC00690,A005,2024-07-09,19,6,Saturday,Wrong Number,25
CALL0001689,ACC00690,A007,2024-01-07,18,2,Tuesday,Contacted,543
CALL0001690,ACC00691,A005,2025-06-20,10,5,Friday,Voicemail,2
CALL0001691,ACC00691,A005,2024-06-23,15,3,Wednesday,Contacted,95
CALL0001692,ACC00692,A010,2025-09-10,15,3,Wednesday,Voicemail,21
CALL0001693,ACC00693,A003,2025-10-10,10,2,Tuesday,Contacted,566
CALL0001694,ACC00694,A003,2025-07-30,18,1,Monday,No Answer,6
CALL0001695,ACC00695,A008,2024-01-07,12,2,Tuesday,Voicemail,13
CALL0001696,ACC00695,A008,2025-05-09,9,6,Saturday,No Answer,23
CALL0001697,ACC00695,A009,2025-10-27,17,3,Wednesday,Contacted,457
CALL0001698,ACC00696,A008,2024-08-24,16,6,Saturday,Voicemail,11
CALL0001699,ACC00696,A007,2025-10-30,14,6,Saturday,Wrong Number,24
CALL0001700,ACC00696,A008,2025-01-16,18,5,Friday,Contacted,287
CALL0001701,ACC00697,A003,2024-02-17,16,1,Monday,Voicemail,27
CALL0001702,ACC00697,A002,2025-08-23,15,3,Wednesday,Contacted,219
CALL0001703,ACC00697,A003,2025-05-17,13,2,Tuesday,Wrong Number,16
CALL0001704,ACC00697,A005,2025-08-30,16,3,Wednesday,Contacted,399
CALL0001705,ACC00697,A006,2024-10-09,10,1,Monday,Contacted,597
CALL0001706,ACC00698,A004,2025-02-28,19,2,Tuesday,Wrong Number,25
CALL0001707,ACC00698,A007,2025-10-22,16,5,Friday,Contacted,93
CALL0001708,ACC00698,A001,2025-05-05,10,3,Wednesday,Busy,18
CALL0001709,ACC00699,A010,2024-03-30,12,1,Monday,Contacted,224
CALL0001710,ACC00700,A009,2024-09-01,11,1,Monday,Contacted,144
CALL0001711,ACC00700,A006,2024-09-26,17,3,Wednesday,Contacted,574
CALL0001712,ACC00700,A006,2024-12-17,16,3,Wednesday,Contacted,326
CALL0001713,ACC00700,A007,2024-06-06,16,1,Monday,Contacted,227
CALL0001714,ACC00701,A008,2024-09-16,13,5,Friday,Voicemail,2
CALL0001715,ACC00701,A004,2025-08-08,19,2,Tuesday,No Answer,21
CALL0001716,ACC00701,A004,2024-12-02,13,3,Wednesday,Wrong Number,28
CALL0001717,ACC00702,A009,2024-07-27,18,4,Thursday,Voicemail,22
CALL0001718,ACC00702,A007,2025-03-23,17,1,Monday,Busy,10
CALL0001719,ACC00702,A007,2024-02-17,17,4,Thursday,No Answer,24
CALL0001720,ACC00703,A004,2025-03-10,20,2,Tuesday,Busy,18
CALL0001721,ACC00704,A002,2025-12-01,20,2,Tuesday,Voicemail,26
CALL0001722,ACC00704,A001,2025-05-11,20,3,Wednesday,No Answer,2
CALL0001723,ACC00705,A003,2025-05-21,18,4,Thursday,Contacted,350
CALL0001724,ACC00706,A002,2024-07-11,16,4,Thursday,Contacted,161
CALL0001725,ACC00706,A007,2025-01-09,17,4,Thursday,Voicemail,23
CALL0001726,ACC00706,A003,2024-06-24,18,5,Friday,Wrong Number,22
CALL0001727,ACC00706,A004,2024-06-03,8,3,Wednesday,Busy,20
CALL0001728,ACC00707,A003,2025-11-25,13,4,Thursday,Busy,12
CALL0001729,ACC00707,A001,2024-11-26,11,4,Thursday,No Answer,7
CALL0001730,ACC00707,A005,2025-10-20,15,2,Tuesday,Voicemail,2
CALL0001731,ACC00708,A001,2024-03-03,10,2,Tuesday,Contacted,384
CALL0001732,ACC00708,A004,2025-05-14,12,1,Monday,Busy,23
CALL0001733,ACC00708,A003,2024-07-07,16,6,Saturday,Wrong Number,0
CALL0001734,ACC00708,A010,2024-09-28,12,2,Tuesday,No Answer,0
CALL0001735,ACC00710,A003,2025-11-16,16,2,Tuesday,Contacted,277
CALL0001736,ACC00710,A005,2025-05-15,15,4,Thursday,Voicemail,10
CALL0001737,ACC00711,A006,2024-03-07,15,3,Wednesday,Busy,10
CALL0001738,ACC00711,A007,2024-11-13,16,1,Monday,No Answer,5
CALL0001739,ACC00712,A005,2024-04-18,13,5,Friday,Busy,19
CALL0001740,ACC00712,A006,2024-07-02,15,1,Monday,Contacted,100
CALL0001741,ACC00713,A004,2025-10-19,10,6,Saturday,Busy,20
CALL0001742,ACC00714,A003,2025-03-23,10,4,Thursday,Voicemail,16
CALL0001743,ACC00714,A003,2024-10-21,18,3,Wednesday,Contacted,101
CALL0001744,ACC00714,A010,2025-09-09,19,6,Saturday,Contacted,144
CALL0001745,ACC00715,A008,2025-03-28,13,2,Tuesday,Voicemail,10
CALL0001746,ACC00716,A007,2024-03-30,20,5,Friday,Contacted,121
CALL0001747,ACC00716,A006,2025-11-20,11,2,Tuesday,Wrong Number,27
CALL0001748,ACC00716,A007,2025-09-04,9,1,Monday,Voicemail,6
CALL0001749,ACC00717,A010,2024-08-08,14,2,Tuesday,Contacted,194
CALL0001750,ACC00717,A001,2025-03-04,16,2,Tuesday,Contacted,37
CALL0001751,ACC00718,A003,2024-06-02,10,6,Saturday,Busy,10
CALL0001752,ACC00718,A009,2025-04-17,15,6,Saturday,Wrong Number,29
CALL0001753,ACC00719,A006,2025-05-08,10,4,Thursday,Contacted,583
CALL0001754,ACC00719,A007,2024-08-11,8,1,Monday,Contacted,91
CALL0001755,ACC00720,A008,2024-05-23,13,5,Friday,Wrong Number,29
CALL0001756,ACC00721,A009,2024-10-17,14,4,Thursday,Contacted,199
CALL0001757,ACC00721,A005,2025-11-04,12,3,Wednesday,Contacted,326
CALL0001758,ACC00721,A007,2025-03-07,17,2,Tuesday,Wrong Number,11
CALL0001759,ACC00721,A007,2025-06-25,12,5,Friday,Contacted,333
CALL0001760,ACC00722,A009,2024-12-06,10,2,Tuesday,Contacted,99
CALL0001761,ACC00722,A007,2025-01-10,10,5,Friday,Wrong Number,18
CALL0001762,ACC00722,A007,2025-01-02,17,4,Thursday,Wrong Number,10
CALL0001763,ACC00724,A008,2025-10-17,19,6,Saturday,Contacted,254
CALL0001764,ACC00724,A005,2024-11-18,10,4,Thursday,Voicemail,16
CALL0001765,ACC00724,A006,2025-10-14,10,1,Monday,Contacted,160
CALL0001766,ACC00725,A004,2024-09-28,13,3,Wednesday,Voicemail,26
CALL0001767,ACC00726,A005,2024-05-13,11,3,Wednesday,Contacted,101
CALL0001768,ACC00726,A001,2024-05-27,20,2,Tuesday,Contacted,513
CALL0001769,ACC00727,A001,2024-08-13,18,2,Tuesday,Busy,3
CALL0001770,ACC00727,A004,2025-09-26,18,3,Wednesday,Voicemail,28
CALL0001771,ACC00728,A010,2024-06-19,16,3,Wednesday,Contacted,342
